10221	5945982
10221	6160742
10221	643653
10221	15827690
10221	17983820
10221	39364684
10221	626973
10221	24034702
10221	18839937
10221	159855064
10221	289969718
10221	18327656
10221	1183041
10221	95361807
10221	42313640
10221	195348872
10221	12354072
10221	3034251
10221	818340
10221	104692306
10221	1305940272
10221	14767730
10221	19169495
15453	12514
15453	15576928
15453	809177
15453	18496432
15453	20079975
15453	24500377
35253	50462250
35253	1183041
35253	14131109
35253	18496432
35253	36823
35253	20079975
35253	643653
626973	818340
626973	36823
626973	5803082
626973	6160742
640093	15334893
640093	18496432
640093	407220314
640093	8297692
640093	190349480
640093	50220382
640093	1230902606
640093	2843891302
640093	66167625
640093	16873659
643653	12096202
643653	18047247
643653	12514
643653	23232306
643653	1305940272
643653	143313538
643653	17795776
643653	526359504
643653	190291868
643653	14414761
643653	3504411
643653	3034251
643653	3008791
643653	10221
643653	18382000
643653	100150150
643653	830253571
643653	1183041
643653	15334893
643653	85461400
643653	15486485
643653	761975
643653	15782898
643653	17374293
643653	183756527
643653	17794636
643653	18038760
643653	91205350
643653	14751849
643653	36823
643653	12982862
643653	7848072
643653	59775073
643653	15026000
643653	707123
720733	1183041
720733	18619312
720733	142721190
720733	372078673
720733	16417665
720733	298942872
720733	12096202
720733	23232306
720733	477205806
720733	35066483
720733	14305399
720733	742023943
720733	15782898
720733	17784840
720733	168781708
720733	26937692
720733	36823
720733	253787402
720733	109951411
720733	13640822
720733	16140650
720733	18715024
786589	755431
786589	15344145
786589	199688666
786589	1851280772
786589	20813935
786589	19980779
786589	14394248
786589	15040935
786589	1183041
797805	10722592
797805	15038517
797805	36823
801173	28617115
801173	17324705
801173	1310331
809493	5803082
809493	38002432
809493	502313153
809493	17176140
809493	32908126
954821	36008885
954821	36823
954821	18839937
954821	18771849
1222781	43581352
1222781	15360428
1222781	602851165
1222781	15576928
1222781	44956541
1222781	25019638
1222781	624661805
1222781	18839937
1222781	2928886937
1222781	9039722
1629461	293748355
1629461	12474042
1629461	15576928
1629461	14248226
1629461	12096202
1629461	27746120
1629461	570279239
1847381	18839937
1847381	12090712
1847381	18472089
1979461	244174583
1979461	29327546
1979461	1673665117
1979461	312426579
1979461	2865812463
1979461	1305940272
2216621	431241903
2216621	271556955
2216621	69155533
2216621	67598405
2216621	62208940
2216621	8833682
2216621	14588939
2226061	818340
2763941	395104995
2763941	1561204382
2763941	2692703929
2763941	1971269064
2763941	1090749444
2763941	2189080952
2763941	1486462028
2763941	1959931962
2763941	1315710379
2763941	1454987732
2763941	272275701
2763941	857133258
2763941	742348122
2763941	1275994940
2763941	1543692002
2763941	455338888
2763941	2468128199
2763941	1223489953
2763941	2264868349
2763941	2561606298
2763941	1613894960
2763941	71503049
2763941	612872314
2763941	2219699808
2763941	2470518633
2763941	1110106676
3518541	12986052
3518541	755431
3518541	30675623
3518541	1183041
3518541	8526432
3835861	23008342
3835861	818340
3835861	15576928
3835861	321787970
3835861	1876606494
3835861	643653
3835861	273055608
3835861	18647244
3835861	244316218
3835861	149249831
3835861	34886346
3835861	391553311
3835861	1183041
3835861	195348872
3835861	595761649
3835861	168764794
4085221	7665292
4085221	21129105
4085221	136788284
4085221	2303697548
4085221	920256828
4152501	20539910
4152501	188918568
4152501	28601983
4152501	20136892
4152501	14691367
4152501	1183041
4152501	23462469
4152501	111539766
4152501	74258050
4152501	103844545
4569381	18496432
4569381	8526432
4569381	1183041
4569381	262225484
4569381	20079975
4569381	23064821
4569381	11282472
4569381	15453
4672781	1183041
4672781	201662391
4672781	14887755
4672781	17801282
4672781	5138611
4672781	31194755
4672781	14751849
4672781	2743934803
4672781	620142261
4672781	59775073
4672781	274859783
4672781	643653
4672781	17392534
4672781	707123
4672781	158851825
4672781	403695424
4672781	14248226
4672781	603413532
4672781	772390
4672781	755431
5194701	20503
14131109	87292409
14131109	48909907
14131109	21559131
14131109	22957750
14131109	233205224
14131109	120699704
14131109	25838635
14131109	155107245
14131109	76014392
14131109	239728400
14131109	119538714
14131109	160670554
14131109	125392755
14131109	16046258
14131109	269942216
14131109	18156002
14131109	35253
14131109	15927998
14131701	624661805
14131701	602851165
14131701	9198972
14144125	18665002
14144125	17568079
14144125	6000702
14144125	127745146
14144125	309325348
14144125	41229669
14144125	192145375
14144125	36309205
14144125	20863653
14144125	39364684
14144125	2958300378
14144125	149333391
14144125	244234172
14144125	18589795
14144125	120326947
14144125	18001301
14144125	43320917
14144901	36823
14144901	24034702
14144901	2702332878
14144901	643653
14144901	634861948
14144901	2216299843
14144901	22278197
14144901	1083336288
14195525	601330724
14195525	493647043
14195525	380073656
14195525	202409095
14218085	2220247464
14218085	19663706
14257125	187553158
14257125	140599234
14257125	824067121
14258917	158128894
14258917	25838635
14258917	22278197
14258917	1183041
14258917	22256645
14324005	1452622099
14328445	16626601
14328445	22105074
14328445	185490295
14328445	18895031
14328445	1396751414
14328445	16265742
14328445	36823
14328445	17888589
14328445	11661442
14328445	18026267
14373805	497342084
14373805	392781850
14373805	48254809
14373805	229664048
14373805	2314729519
14373805	18364879
14373805	353485321
14373805	272131714
14373805	592309049
14373805	2420054101
14373805	101062729
14373805	43030832
14373805	161089670
14373805	317893651
14373805	126140666
14373805	66699013
14373805	38342645
14373805	409705416
14373805	963740761
14373805	411529653
14373805	127033539
14373805	93490930
14373805	181168157
14373805	18264302
14373805	90780718
14373805	18872613
14373805	207111091
14373805	1069199058
14373805	1571227472
14373805	442163671
14373805	21190907
14373805	794264106
14373805	160396614
14373805	1285433431
14404725	363536119
14404725	24848146
14404725	15334893
14404725	47175021
14404725	19950990
14404725	15486485
14404725	50462250
14404725	14887755
14404725	321860378
14404725	1050455592
14404725	612159362
14404725	1000678674
14404725	58026269
14404725	20523876
14404725	59615041
14404725	594454673
14404725	333503906
14404725	23945498
14404725	117274706
14404725	338532176
14404725	629790491
14404725	47574231
14404725	66167625
14404725	27049676
14404725	260863709
14404725	2569309858
14485597	2334164544
14485597	114610020
14485597	308146484
14485597	223542412
14500725	1183041
14500725	14645160
14506909	22393006
14507685	17653734
14507685	158128894
14510629	1368817896
14540733	809674788
14540733	1637602927
14540733	1870252058
14540733	2156705223
14540733	517253626
14540733	2719082323
14540733	92909429
14540733	2902119925
14540733	2400582787
14540733	2966628041
14540733	587635557
14540733	68849872
14540733	1481415924
14540733	135482986
14540733	2729405786
14540733	311951385
14540733	296035317
14540733	762169141
14540733	2335505575
14540733	349047309
14540733	2433073310
14540733	561865532
14540733	2370865284
14540733	486910720
14540733	2854053376
14544813	7457792
14544813	19272312
14629293	1183041
14629293	14645160
14748973	361030471
14748973	1049569627
14748973	105228377
14748973	14414761
14748973	1305940272
14748973	95747671
14769853	20243320
14769853	16140650
14769853	247554276
14769853	2972601683
14769853	34886346
14769853	22540035
14769853	2302851165
14769853	312426579
14769853	2884028214
14769853	742023943
14769853	594454673
14769853	2826731265
14910733	1183041
14920853	57397586
14920853	38905784
14920853	133422608
14920853	79711579
14951381	543022487
14951381	38002432
14951381	83998973
14951381	345669698
14951381	8406952
14951381	19606716
14951381	132274702
14951381	270447803
14988765	598049566
14988765	22256645
14988765	305759370
14988765	2480450458
14988765	158128894
14988765	26391721
14988765	18775482
14988765	130684475
14988765	589646492
14988765	218933316
14988765	139986343
14988765	195505746
14988765	119570374
15037669	6892312
15037669	32238490
15037669	17134670
15037669	17752881
15037669	136720866
15037669	25702664
15037669	14075280
15037669	86101978
15038517	797805
15038517	1183041
15039301	1183041
15039301	14373805
15039301	16347901
15039301	10221
15039301	38973932
15039301	431947388
15039301	66699013
15039301	18264302
15039301	78195200
15039301	28472888
15044165	37737382
15044165	19213931
15044165	193194968
15044165	160670554
15044165	11735662
15044165	103060145
15044165	19822487
15044165	5976352
15044165	369344810
15044165	18379802
15044165	1183041
15044165	1385672166
15044165	16657534
15044165	22957750
15044165	2183434100
15044165	16125657
15044165	50097483
15044165	421582603
15044165	8001632
15044165	217886913
15044165	326479226
15044165	290738010
15044165	137549383
15044165	449941514
15044165	115882870
15044165	142700897
15044165	281874654
15046557	14229194
15046557	57497901
15046557	502392871
15046557	18422177
15046557	388332919
15046557	29640512
15046557	143313538
15046557	28609576
15046557	602851165
15046557	35095278
15046557	272222225
15076477	528375575
15076477	16176972
15076477	1051054914
15076477	528847362
15076477	97803503
15076477	14998719
15076477	289969718
15076477	52832085
15141077	751464836
15141077	258390380
15141077	110473412
15156469	358895957
15156469	1183041
15156469	139416030
15156469	78195200
15156469	751945850
15156469	31390168
15177325	19879442
15177325	819572
15177325	2755784474
15177325	59018016
15177325	52646325
15177325	36823
15177325	22578205
15177325	13971862
15177325	91205350
15177325	5797832
15177325	18256552
15177325	1005608528
15177325	19315428
15177325	100143
15177325	11322882
15177325	1389926894
15191253	39364684
15191253	309179556
15191253	15162193
15235805	27188645
15235805	1261384226
15235805	15047518
